"col-12","col-12 2","col-12 3","col-12 4","col-12 href","col-12 5","col-12 href 2","col-12 6","btn href"
"Apeiron Management","Milano","+39 / 02 82878800","info@apeironmgmt.com","mailto:info@apeironmgmt.com","http://www.apeironmgmt.com","http://www.apeironmgmt.com/","Roberto Maiello","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl10$lnkDettaglio','')"
"Arca Space Capital","Milano","+39 3357529925","lorenzo.giavenni@arcafondi.it","mailto:lorenzo.giavenni@arcafondi.it","http://www.arcafondi.it","http://www.arcafondi.it/","Lorenzo Giavenni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl11$lnkDettaglio','')"
"Argos Wityu Italia","Milano","+39 / 02 00660700","jpdb@argos.fund, am@argos.fund","mailto:jpdb@argos.fund, am@argos.fund","http://www.argos.wityu.fund","http://www.argos.wityu.fund/","Jean-Pierre Di Benedetto, Alessio Manigrasso","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl12$lnkDettaglio','')"
"Armònia SGR","Roma","+39 / 06 62286800","info@armoniasgr.it; armoniasgr@legalmail.it","mailto:info@armoniasgr.it; armoniasgr@legalmail.it","http://www.armoniasgr.it","http://www.armoniasgr.it/","Alessandro Grimaldi, Lucia Segni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl13$lnkDettaglio','')"
"Aurora Growth Capital","Luxembourg","+39 / 02 814 80 801","IR_Auroragrowthcapital@rpalt.com","mailto:IR_Auroragrowthcapital@rpalt.com","http://www.auroragrowthcapital.it","http://www.auroragrowthcapital.it/","Patrizia Micucci, Piero Migliorini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl14$lnkDettaglio','')"
"AVM SGR SpA Gestore EuVECA Società Benefit","Milano","+39 / 02 83451581","direzione@avmgestioni.com","mailto:direzione@avmgestioni.com","http://www.avmgestioni.com","http://www.avmgestioni.com/","Giovanna Dossena","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl15$lnkDettaglio','')"
"Azimut Libera Impresa SGR","Milano","+39 / 02 88981","azimutliberaimpresasgr@azimut.it","mailto:azimutliberaimpresasgr@azimut.it","http://www.azimutliberaimpresa.it","http://www.azimutliberaimpresa.it/","Pietro Muzio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl16$lnkDettaglio','')"
"B4 Investimenti SGR","Roma","+39 06 69760200","info@b4investimenti.it","mailto:info@b4investimenti.it","http://www.b4investimenti.it","http://www.b4investimenti.it/","Fabrizio Baroni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl17$lnkDettaglio','')"
"Banca Sella Holding","Biella","+39 / 015 35011","bsh_segreteria@pec.sella.it; giacomo.sella@sella.it","mailto:bsh_segreteria@pec.sella.it; giacomo.sella@sella.it","https://sellagroup.eu/","https://sellagroup.eu/","Giacomo Sella","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl18$lnkDettaglio','')"
"BNP Paribas Asset Management Europe","Parigi","-","giovanni.girbino@bnpparibas.com","mailto:giovanni.girbino@bnpparibas.com","http://www.bnpparibas-am.com","http://www.bnpparibas-am.com/","Giovanni Girbino","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl20$lnkDettaglio','')"
"BNP Paribas BNL Equity Investments","Milano","-","dl.equityinvestments@bnpparibas.com","mailto:dl.equityinvestments@bnpparibas.com","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl21$lnkDettaglio','')"
"BU Italy","Milano","-","ludovica.giovannini@bu-partners.it","mailto:ludovica.giovannini@bu-partners.it","http://www.bu-partners.it","http://www.bu-partners.it/","Ludovica Giovannini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl22$lnkDettaglio','')"
"Canova SGR","Villorba","+39 0422 278301","hello@canovasgr.it","mailto:hello@canovasgr.it","http://www.canovasgr.it","http://www.canovasgr.it/","Alessandro Bruscagin","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl23$lnkDettaglio','')"
"CAPZA","Milano","+390283966710","szavattaro@capza.co","mailto:szavattaro@capza.co","http://www.capza.co","http://www.capza.co/","Stefano Zavattaro","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl24$lnkDettaglio','')"
"CDP Equity","Milano","+39 02 4674 4333","info@cdpequity.it","mailto:info@cdpequity.it","https://www.cdp.it/sitointernet/it/cdp_equity.page","https://www.cdp.it/sitointernet/it/cdp_equity.page","Enzo Colombo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl25$lnkDettaglio','')"
"Cdp Venture Capital SGR","Roma","+39 / 06 421161","info@cdpventurecapital.it","mailto:info@cdpventurecapital.it","http://www.cdpventurecapital.it","http://www.cdpventurecapital.it/","Alessandra Acutis","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl26$lnkDettaglio','')"
"Charme Capital Partners SGR","Milano","+39 / 02 8904041","segreteria@charmecapitalpartners.com","mailto:segreteria@charmecapitalpartners.com","http://www.charmecapitalpartners.com","http://www.charmecapitalpartners.com/","Matteo Cordero di Montezemolo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl27$lnkDettaglio','')"
"Claris Ventures Sgr","Torino","+39 / 011 3325889","info@clarisventures.com","mailto:info@clarisventures.com","http://www.clarisventures.com","http://www.clarisventures.com/","Ciro Spedaliere, Pietro Puglisi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl28$lnkDettaglio','')"
"Clessidra Capital Credit SGR","Milano","+39 02 8695221","investor.relations@clessidragroup.it","mailto:investor.relations@clessidragroup.it","http://www.clessidracapitalcredit.it","http://www.clessidracapitalcredit.it/","Silvio Longari","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl29$lnkDettaglio','')"
"Clessidra Private Equity SGR","Milano","+39 / 02 8695221","investor.relations@clessidragroup.it","mailto:investor.relations@clessidragroup.it","http://www.clessidraprivateequity.it","http://www.clessidraprivateequity.it/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl30$lnkDettaglio','')"
"Como Venture","Como","+39 / 031 2287624","segreteria@comoventure.it","mailto:segreteria@comoventure.it","http://www.comoventure.it","http://www.comoventure.it/","Lino Moscatelli, Filippo Arcioni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl31$lnkDettaglio','')"
"Consilium SGR","Milano","+39 / 02 7260191","info@consiliumsgr.it","mailto:info@consiliumsgr.it","http://www.consiliumsgr.com","http://www.consiliumsgr.com/","Antonio Glorioso, Stefano Iamoni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl32$lnkDettaglio','')"
"Cooperare","Bologna","+39 / 051 6492395","r.cattabriga@cooperarespa.it","mailto:r.cattabriga@cooperarespa.it","http://www.cooperarespa.it","http://www.cooperarespa.it/","Roberto Cattabriga, Marco Bulgarelli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl33$lnkDettaglio','')"
"DBAG Italia","Milano","+39 02 0070 2462","Michela.Biolcati@dbagitalia.com","mailto:Michela.Biolcati@dbagitalia.com","http://www.dbagitalia.com","http://www.dbagitalia.com/","Giovanni Revoltella","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl34$lnkDettaglio','')"
"Doorway","Bologna","-","team@doorwayplatform.com","mailto:team@doorwayplatform.com","https://www.doorwayplatform.com/it","https://www.doorwayplatform.com/it","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl35$lnkDettaglio','')"
"Entangled Capital SGR","Milano","+39 02 85451750","info@ecsgr.com.com","mailto:info@ecsgr.com.com","http://www.entangledcapital.com","http://www.entangledcapital.com/","Anna Guglielmi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl36$lnkDettaglio','')"
"EOS Investment Management Group","London","+44 (0) 20 3709 7759","c.mongillo@eosimgroup.com","mailto:c.mongillo@eosimgroup.com","https://eosimgroup.com/","https://eosimgroup.com/","Ciro Mongillo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl37$lnkDettaglio','')"
"Equinox AIFM","Luxembourg","+352 / 208001221","aifm@equinox-aifm.lu","mailto:aifm@equinox-aifm.lu","http://www.equinox-investments.com","http://www.equinox-investments.com/","Giorgio Mercogliano","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl38$lnkDettaglio','')"
"Equiter - Investimenti per il Territorio","Torino","+39 011 5557903","segreteria@equiterspa.com","mailto:segreteria@equiterspa.com","http://www.equiterspa.com","http://www.equiterspa.com/","Igor Calcio Gaudino","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl39$lnkDettaglio','')"
"Equiter SGR","Torino","+39 02 30322459","info@equitersgr.it","mailto:info@equitersgr.it","-","","Enrico Loewenthal","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl40$lnkDettaglio','')"
"FARO Value","Milano","/","roberto.delgiudice@farovalue.it","mailto:roberto.delgiudice@farovalue.it","www.faroalternativeinvestments.com","https://www.aifi.it/en/www.faroalternativeinvestments.com","Roberto Del Giudice","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl41$lnkDettaglio','')"
"Finint Investments SGR","Conegliano","+39 / 0438 360407","sales@finint.com; team_private_debt@finint.com; team.FE4G@finint.com","mailto:sales@finint.com; team_private_debt@finint.com; team.FE4G@finint.com","http://www.finintinvestments.com","http://www.finintinvestments.com/","Mauro Sbroggiò, Vania Serena","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl42$lnkDettaglio','')"
"Finsea","Martina Franca","+39 / 080 4855821","info@gruppofinsea.it","mailto:info@gruppofinsea.it","http://www.gruppofinsea.it","http://www.gruppofinsea.it/","Pietro Vito Chirulli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl43$lnkDettaglio','')"
"Fondo Italiano d’Investimento SGR","Milano","+39 / 02 635321","info@fondoitaliano.it","mailto:info@fondoitaliano.it","http://www.fondoitaliano.it","http://www.fondoitaliano.it/","Roberto Travaglino","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl44$lnkDettaglio','')"
"FSI","Milano","+39 / 02 6200141","info@fondofsi.it","mailto:info@fondofsi.it","http://www.fondofsi.it","http://www.fondofsi.it/","Maurizio Tamagnini, Barnaba Ravanne, Marco Tugnolo, Carlo Moser, Marco Valcamonica","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl45$lnkDettaglio','')"
"Fürstenberg SGR","Milano","+39 / 02 82849000","www.furstenbergsgr.eu","https://www.aifi.it/en/www.furstenbergsgr.eu","-","","Daniele Weisz","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl46$lnkDettaglio','')"
"Gradiente SGR","Padova","+39 / 049 651481","info@gradientesgr.it","mailto:info@gradientesgr.it","http://www.gradientesgr.it","http://www.gradientesgr.it/","Pietro Busnardo, Lara Farina","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl47$lnkDettaglio','')"
"Green Arrow Capital SGR","Roma","(+39) 06 94354415 -  (+39) 342 624 08 55","investorrelation.sgr@greenarrow-capital.com","mailto:investorrelation.sgr@greenarrow-capital.com","https://www.greenarrow-capital.com/","https://www.greenarrow-capital.com/","Claudio Ansuinelli - Managing Director - Head of Sales","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl48$lnkDettaglio','')"
"HAT Sicaf","Milano","+39 / 02 89286200","info@hat.it","mailto:info@hat.it","http://www.hatsicaf.it","http://www.hatsicaf.it/","Ignazio Castiglioni, Nino Attanasio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl49$lnkDettaglio','')"
"Ibla Capital","Roma","+39 / 06 8635 6235","info@iblacapital.com","mailto:info@iblacapital.com","http://www.iblacapital.com","http://www.iblacapital.com/","Alessandro Lo Savio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl50$lnkDettaglio','')"
"Innovative-RFK","Milano","+39/ 02 76003846","paolo.pescetto@innovative-rfk.it; antonello.carlucci@innovative-rfk.it","mailto:paolo.pescetto@innovative-rfk.it; antonello.carlucci@innovative-rfk.it","http://www.innovative-rfk.it","http://www.innovative-rfk.it/","Antonello Carlucci","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl51$lnkDettaglio','')"
"Intesa Sanpaolo – Direzione Group Shareholdings","Milano","-","massimo.vuillermin@intesasanpaolo.com; natalia.cappone@intesasanpaolo.com","mailto:massimo.vuillermin@intesasanpaolo.com; natalia.cappone@intesasanpaolo.com","http://www.intesasanpaolo.com","http://www.intesasanpaolo.com/","Massimo Vuillermin","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl52$lnkDettaglio','')"
"Invitalia","Roma","+39 06 42160","segreteria_invman@invitalia.it; ariccio@invitalia.it ; dstraventa@invitalia.it","mailto:segreteria_invman@invitalia.it; ariccio@invitalia.it ; dstraventa@invitalia.it","http://www.invitalia.it","http://www.invitalia.it/","Ernesto Somma; Antonio Riccio; Daniele Straventa","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl53$lnkDettaglio','')"
"Itago SGR","Venezia","+39 041 0996660","info@itagopartners.it","mailto:info@itagopartners.it","http://www.itagopartners.it","http://www.itagopartners.it/","Piergiorgio Fantin, Domenico Tonussi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl54$lnkDettaglio','')"
"Kairos Partners SGR","Milano","+39 02 777 18 1","e.schembari@kairospartners.com; r.zanco@kairospartners.com; m.bonfanti@kairospartners.com","mailto:e.schembari@kairospartners.com; r.zanco@kairospartners.com; m.bonfanti@kairospartners.com","https://www.kairospartners.com/ventures-esg-one/","https://www.kairospartners.com/ventures-esg-one/","Elisa Schembari; Roberto Zanco; Matteo Bonfanti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl55$lnkDettaglio','')"
"Kyip Capital Sgr","Milano","0283972899","info@kyipcapital.com","mailto:info@kyipcapital.com","https://kyipcapital.com/","https://kyipcapital.com/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl56$lnkDettaglio','')"
"L&B Capital SGR","Milano","+39 055 26 333 1","investor@lbcapitalsgr.it","mailto:investor@lbcapitalsgr.it","http://www.lbcapitalsgr.it","http://www.lbcapitalsgr.it/","Aurea Pagnani","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl57$lnkDettaglio','')"
"Mediocredito Centrale","Roma","+39 3351043263; +39 3346261560","alessandra.festini@mcc.it; maria.monna@mcc.it","mailto:alessandra.festini@mcc.it; maria.monna@mcc.it","https://mcc.it","https://mcc.it/","Alessandra Festini; Maria Monna","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl58$lnkDettaglio','')"
"Merito SGR","Milano","-","info@meritosgr.it","mailto:info@meritosgr.it","http://www.meritosgr.it/","http://www.meritosgr.it/","Ludovica Marzocchi; Niccolò Tanini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl59$lnkDettaglio','')"
"Mindful Capital Partners","Milano","+39 / 02 809401","corporate@mcpinvest.com","mailto:corporate@mcpinvest.com","http://www.mcpinvest.com","http://www.mcpinvest.com/","Alberto Camaggi, Andrea Tuccio, Lorenzo Stanca","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl60$lnkDettaglio','')"
"MITO Technology","Milano","-","info@mitotech.eu","mailto:info@mitotech.eu","http://www.mitotech.eu","http://www.mitotech.eu/","Francesco De Michelis","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl61$lnkDettaglio','')"
"Mittel","Milano","+39 / 02 721411","pe@mittel.it","mailto:pe@mittel.it","http://www.mittel.it","http://www.mittel.it/","Pietro Santicoli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl62$lnkDettaglio','')"
"Montefiore Investment","Milano","+39 02 86 88 63 08","ml@montefiore.eu; ac@montefiore.eu","mailto:ml@montefiore.eu; ac@montefiore.eu","https://montefiore.eu/en/","https://montefiore.eu/en/","Marie Londero, Alessandro Candido","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl63$lnkDettaglio','')"
"Narval Investimenti","Torino","+39 / 011 5520442","info@narvalinvestimenti.it","mailto:info@narvalinvestimenti.it","http://www.narvalinvestimenti.it","http://www.narvalinvestimenti.it/","Mauro Castellano, Pietro Poli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl64$lnkDettaglio','')"
"Neva SGR","Torino","-","-","mailto:-","https://www.nevasgr.com/","https://www.nevasgr.com/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl65$lnkDettaglio','')"
"Nextalia SGR","Milano","+39 0238 2841","ir@nextaliasgr.com","mailto:ir@nextaliasgr.com","http://www.nextaliasgr.com","http://www.nextaliasgr.com/","Niccolò Bussolati","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl66$lnkDettaglio','')"
"Oltre Impact SGR","Milano","+39 02.45496412","info@oltreimpact.com; maddalena.deliso@oltreimpact.com","mailto:info@oltreimpact.com; maddalena.deliso@oltreimpact.com","http://www.oltreimpact.com","http://www.oltreimpact.com/","Maddalena De Liso","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl67$lnkDettaglio','')"
"Oxy Capital Italia","Milano","+39 / 02 36723450","amministrazione@oxycapital.com  stefano.visalli@oxycapital.com","mailto:amministrazione@oxycapital.com  stefano.visalli@oxycapital.com","http://www.oxycapital.com","http://www.oxycapital.com/","Stefano Visalli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl68$lnkDettaglio','')"
"Palladio Holding","Milano","+39 / 02 72730700","n.buttignol@pfh.eu; n.iorio@pfh.eu","mailto:n.buttignol@pfh.eu; n.iorio@pfh.eu","http://www.pfh.eu","http://www.pfh.eu/","Nadia Buttignol,  Nicola Iorio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl69$lnkDettaglio','')"
"Pillarstone","Milano","+390282823900","info@pillarstone.com","mailto:info@pillarstone.com","http://www.pillarstone.com","http://www.pillarstone.com/","Gaudenzio Bonaldo Gregori","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl70$lnkDettaglio','')"
"PM&PARTNERS SGR","Milano","+39 02 7249041","andrea.mugnai@pm-partners.it","mailto:andrea.mugnai@pm-partners.it","http://www.pm-partners.it","http://www.pm-partners.it/","Andrea Mugnai","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl71$lnkDettaglio','')"
"Polis SGR – Gruppo LBO France","Milano","+39 02 3206001","sgr@polis-sgr.com","mailto:sgr@polis-sgr.com","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl72$lnkDettaglio','')"
"Private Equity Partners","Milano","+39 / 02 8052171","info@privateequitypartners.com","mailto:info@privateequitypartners.com","http://www.privateequitypartners.com","http://www.privateequitypartners.com/","Fabio L. Sattin","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl73$lnkDettaglio','')"
"Progressio SGR","Milano","+39 / 02 870611","segreteria@progressiosgr.it","mailto:segreteria@progressiosgr.it","http://www.progressiosgr.it","http://www.progressiosgr.it/","Filippo Gaggini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl74$lnkDettaglio','')"
"QuattroR","Milano","+39 02 3679 9670","matilde.cucuzza@quattror.com","mailto:matilde.cucuzza@quattror.com","http://quattror.com","http://quattror.com/","Matilde Cucuzza, Investor relations & ESG","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl75$lnkDettaglio','')"
"Real Estate Asset Management SGR - REAM SGR","Torino","+39 / 011 5623089","reamsgr@reamsgr.it","mailto:reamsgr@reamsgr.it","http://www.reamsgr.it","http://www.reamsgr.it/","Anna Artigiani, Stefano Magini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl76$lnkDettaglio','')"
"Renaissance Partners","Milano","+39 / 02 76415811","info@rpalt.com","mailto:info@rpalt.com","https://www.renaissancealternatives.com","https://www.renaissancealternatives.com/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl77$lnkDettaglio','')"
"Riello Investimenti SGR","Milano","+39 / 02 80504178","info@rielloinvestimenti.it","mailto:info@rielloinvestimenti.it","http://www.rielloinvestimenti.it","http://www.rielloinvestimenti.it/","Andrea Tomaschù, Federica Loconsolo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl78$lnkDettaglio','')"
"Ring Capital","Paris","-","sara.debenedetti@ringcp.com","mailto:sara.debenedetti@ringcp.com","https://www.ringcp.com/","https://www.ringcp.com/","Sara De Benedetti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl79$lnkDettaglio','')"
"Sagard","Milano","-","alessia.frigerio@sagard.eu","mailto:alessia.frigerio@sagard.eu","https://www.sagard.com/midcap/","https://www.sagard.com/midcap/","Andrea Bertoncello","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl80$lnkDettaglio','')"
"Sagitta SGR","Milano","+39 / 02 30468301","info@sagittasgr.it","mailto:info@sagittasgr.it","http://www.sagittasgr.it","http://www.sagittasgr.it/","Paola Borracchini/Chiara Valenti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl81$lnkDettaglio','')"
"Scientifica Venture Capital","Roma","+39 06 58364 202","info@scientifica.vc","mailto:info@scientifica.vc","https://scientifica.vc/","https://scientifica.vc/","Simone Valorani","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl82$lnkDettaglio','')"
"Sefea Impact SGR","Padova","+39 / 349 7549881","info@sefeaimpact.it","mailto:info@sefeaimpact.it","http://www.sefeaimpact.it","http://www.sefeaimpact.it/","Sara D’Aulerio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl83$lnkDettaglio','')"
"Sienna Private Equity","Milano","-","siennapei.srl@legalmail.it","mailto:siennapei.srl@legalmail.it","https://www.sienna-im.com/services/private-equity/","https://www.sienna-im.com/services/private-equity/","Alessandro Fogo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl84$lnkDettaglio','')"
"Sinloc Investimenti SGR","Padova","+39/ 0498456911","info@sinlocinvestimentisgr.com","mailto:info@sinlocinvestimentisgr.com","http://www.sinlocinvestimentisgr.com","http://www.sinlocinvestimentisgr.com/","Enzo Pietropaoli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl85$lnkDettaglio','')"
"Siryo","Bari","0803848614","info@siryo.it","mailto:info@siryo.it","http://www.siryo.it/it/","http://www.siryo.it/it/","Ercole Festa","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl86$lnkDettaglio','')"
"Smart Capital","Monza","+39 3392778721","amministrazione@smart-capital.it","mailto:amministrazione@smart-capital.it","https://www.smart-capital.it/","https://www.smart-capital.it/","Andrea Costantini; Andrea Faraggiana","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl87$lnkDettaglio','')"
"Star Capital SGR","Milano","+39 / 02 88585411","info@starcapital.it","mailto:info@starcapital.it","http://www.starcapital.it","http://www.starcapital.it/","Marco Gazzaniga","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl88$lnkDettaglio','')"
"Style Capital SGR","Milano","+39 / 02 45499848","roberta.benaglia@stylecapital.it , info@stylecapital.it","mailto:roberta.benaglia@stylecapital.it , info@stylecapital.it","http://www.stylecapital.it","http://www.stylecapital.it/","Roberta Benaglia","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl89$lnkDettaglio','')"
"Tages Capital SGR","Milano","+39 / 02 87337458","angela.racca@tagescapital.com","mailto:angela.racca@tagescapital.com","http://www.tagescapitalsgr.com/","http://www.tagescapitalsgr.com/","Angela Racca","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl90$lnkDettaglio','')"
"TeamSystem Capital at Work SGR","Milano","02 36569566","info@tscawsgr.com; investor@tscawsgr.com","mailto:info@tscawsgr.com; investor@tscawsgr.com","http://www.tscawsgr.com/it","http://www.tscawsgr.com/it","Dario Fracchiolla, Managing Director","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl91$lnkDettaglio','')"
"Three Hills Capital Partners","Milano","+39 / 02 82959110","info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","mailto:info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","http://www.threehills.com","http://www.threehills.com/","Marco Anatriello, Beatrice Tamburi, Anna Vivaldi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl92$lnkDettaglio','')"
"ToSeed","Siena","0577-257322","giovanni.ferri@toseed.it","mailto:giovanni.ferri@toseed.it","https://toseed.it/","https://toseed.it/","Giovanni Ferri","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl93$lnkDettaglio','')"
