"col-12","col-12 2","col-12 3","col-12 4","col-12 href","col-12 5","col-12 href 2","col-12 6","btn href"
"Fondo Italiano d’Investimento SGR","Milano","+39 / 02 635321","info@fondoitaliano.it","mailto:info@fondoitaliano.it","http://www.fondoitaliano.it","http://www.fondoitaliano.it/","Roberto Travaglino","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl10$lnkDettaglio','')"
"Friulia","Trieste","+39 / 040 31971","mail@friulia.it","mailto:mail@friulia.it","http://www.friulia.it","http://www.friulia.it/","Sara Spogliarich","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl11$lnkDettaglio','')"
"FSI","Milano","+39 / 02 6200141","info@fondofsi.it","mailto:info@fondofsi.it","http://www.fondofsi.it","http://www.fondofsi.it/","Maurizio Tamagnini, Barnaba Ravanne, Marco Tugnolo, Carlo Moser, Marco Valcamonica","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl12$lnkDettaglio','')"
"FVS SGR","Venezia","+39 / 041 5094071","mail@fvssgr.it","mailto:mail@fvssgr.it","http://www.fvssgr.it","http://www.fvssgr.it/","Diego Tognetti, Luca Briotto","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl13$lnkDettaglio','')"
"HAT SGR","Milano","+39 / 02 89286200","info@hat.it","mailto:info@hat.it","http://www.hat.it","http://www.hat.it/","Ignazio Castiglioni, Nino Attanasio, Lorenzo Dall'Oca","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl14$lnkDettaglio','')"
"HAT Sicaf","Milano","+39 / 02 89286200","info@hat.it","mailto:info@hat.it","http://www.hatsicaf.it","http://www.hatsicaf.it/","Ignazio Castiglioni, Nino Attanasio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl15$lnkDettaglio','')"
"Innovative-RFK","Milano","+39/ 02 76003846","paolo.pescetto@innovative-rfk.it; antonello.carlucci@innovative-rfk.it","mailto:paolo.pescetto@innovative-rfk.it; antonello.carlucci@innovative-rfk.it","http://www.innovative-rfk.it","http://www.innovative-rfk.it/","Antonello Carlucci","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl16$lnkDettaglio','')"
"Kyip Capital Sgr","Milano","0283972899","info@kyipcapital.com","mailto:info@kyipcapital.com","https://kyipcapital.com/","https://kyipcapital.com/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl17$lnkDettaglio','')"
"Macquarie – MAM","London","+ 39 / 351 7363060 ; +44 / 7917 635779","mamprivatemarketsemea@macquarie.com","mailto:mamprivatemarketsemea@macquarie.com","http://www.macquarie.com/eu","http://www.macquarie.com/eu","Raffaella Copper","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl18$lnkDettaglio','')"
"Riello Investimenti SGR","Milano","+39 / 02 80504178","info@rielloinvestimenti.it","mailto:info@rielloinvestimenti.it","http://www.rielloinvestimenti.it","http://www.rielloinvestimenti.it/","Andrea Tomaschù, Federica Loconsolo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl19$lnkDettaglio','')"
"Sagard","Milano","-","alessia.frigerio@sagard.eu","mailto:alessia.frigerio@sagard.eu","https://www.sagard.com/midcap/","https://www.sagard.com/midcap/","Andrea Bertoncello","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl20$lnkDettaglio','')"
"Sagitta SGR","Milano","+39 / 02 30468301","info@sagittasgr.it","mailto:info@sagittasgr.it","http://www.sagittasgr.it","http://www.sagittasgr.it/","Paola Borracchini/Chiara Valenti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl21$lnkDettaglio','')"
"Sinloc Investimenti SGR","Padova","+39/ 0498456911","info@sinlocinvestimentisgr.com","mailto:info@sinlocinvestimentisgr.com","http://www.sinlocinvestimentisgr.com","http://www.sinlocinvestimentisgr.com/","Enzo Pietropaoli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl22$lnkDettaglio','')"
"Swiss Life Asset Managers Luxembourg Succursale Italia","Milano","+39 02 38 585 779","Antonio.Iaquinta@swisslife-am.com","mailto:Antonio.Iaquinta@swisslife-am.com","http://www.swisslife-am.com","http://www.swisslife-am.com/","Antonio Iaquinta","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl23$lnkDettaglio','')"
"Tages Capital SGR","Milano","+39 / 02 87337458","angela.racca@tagescapital.com","mailto:angela.racca@tagescapital.com","http://www.tagescapitalsgr.com/","http://www.tagescapitalsgr.com/","Angela Racca","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl24$lnkDettaglio','')"
"Trentino Sviluppo","Rovereto","+39 / 0464 443111","info@trentinosviluppo.it rita.scottini@trentinosviluppo.it","mailto:info@trentinosviluppo.it rita.scottini@trentinosviluppo.it","http://www.trentinosviluppo.it","http://www.trentinosviluppo.it/","Rita Scottini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl25$lnkDettaglio','')"
