"col-12","col-12 2","col-12 3","col-12 4","col-12 href","col-12 5","col-12 href 2","col-12 6","btn href"
"PAI SAS - Italian Branch","Milano","+39 / 02 85451520","segreteria.milano@paipartners.com","mailto:segreteria.milano@paipartners.com","http://www.paipartners.com","http://www.paipartners.com/","Raffaele Vitale","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl41$lnkDettaglio','')"
"Permira Associati","Milano","+39 / 02 76004740","giorgio.dinaro@permira.com","mailto:giorgio.dinaro@permira.com","http://www.permira.com","http://www.permira.com/","Giorgio Dinaro","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl42$lnkDettaglio','')"
"Portobello Capital","Madrid","+34 914 318 071","info@portobellocapital.es","mailto:info@portobellocapital.es","http://www.portobellocapital.es/en/","http://www.portobellocapital.es/en/","Antonio Todisco","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl43$lnkDettaglio','')"
"Quadrivio Group","Milano","+39 / 02 89093758","info@quadriviogroup.com","mailto:info@quadriviogroup.com","http://www.quadriviogroup.com","http://www.quadriviogroup.com/","Walter Ricciotti, CEO Quadrivio Group","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl44$lnkDettaglio','')"
"Renaissance Partners","Milano","+39 / 02 76415811","info@rpalt.com","mailto:info@rpalt.com","https://www.renaissancealternatives.com","https://www.renaissancealternatives.com/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl45$lnkDettaglio','')"
"Ring Capital","Paris","-","sara.debenedetti@ringcp.com","mailto:sara.debenedetti@ringcp.com","https://www.ringcp.com/","https://www.ringcp.com/","Sara De Benedetti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl46$lnkDettaglio','')"
"Sagard","Milano","-","alessia.frigerio@sagard.eu","mailto:alessia.frigerio@sagard.eu","https://www.sagard.com/midcap/","https://www.sagard.com/midcap/","Andrea Bertoncello","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl47$lnkDettaglio','')"
"Scientifica Venture Capital","Roma","+39 06 58364 202","info@scientifica.vc","mailto:info@scientifica.vc","https://scientifica.vc/","https://scientifica.vc/","Simone Valorani","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl48$lnkDettaglio','')"
"Siryo","Bari","0803848614","info@siryo.it","mailto:info@siryo.it","http://www.siryo.it/it/","http://www.siryo.it/it/","Ercole Festa","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl49$lnkDettaglio','')"
"Sofinnova Partners","Paris","+33 / 01 76234100","info@sofinnovapartners.com","mailto:info@sofinnovapartners.com","http://www.sofinnovapartners.com","http://www.sofinnovapartners.com/","Graziano Seghezzi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl50$lnkDettaglio','')"
"Star Capital SGR","Milano","+39 / 02 88585411","info@starcapital.it","mailto:info@starcapital.it","http://www.starcapital.it","http://www.starcapital.it/","Marco Gazzaniga","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl51$lnkDettaglio','')"
"Tages Capital SGR","Milano","+39 / 02 87337458","angela.racca@tagescapital.com","mailto:angela.racca@tagescapital.com","http://www.tagescapitalsgr.com/","http://www.tagescapitalsgr.com/","Angela Racca","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl52$lnkDettaglio','')"
"TeamSystem Capital at Work SGR","Milano","02 36569566","info@tscawsgr.com; investor@tscawsgr.com","mailto:info@tscawsgr.com; investor@tscawsgr.com","http://www.tscawsgr.com/it","http://www.tscawsgr.com/it","Dario Fracchiolla, Managing Director","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl53$lnkDettaglio','')"
"Three Hills Capital Partners","Milano","+39 / 02 82959110","info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","mailto:info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","http://www.threehills.com","http://www.threehills.com/","Marco Anatriello, Beatrice Tamburi, Anna Vivaldi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl54$lnkDettaglio','')"
"Trentino Sviluppo","Rovereto","+39 / 0464 443111","info@trentinosviluppo.it rita.scottini@trentinosviluppo.it","mailto:info@trentinosviluppo.it rita.scottini@trentinosviluppo.it","http://www.trentinosviluppo.it","http://www.trentinosviluppo.it/","Rita Scottini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl55$lnkDettaglio','')"
"Triton","Milano","+39 / 02 82952820","Viola@triton-partners.com","mailto:Viola@triton-partners.com","http://www.triton-partners.com","http://www.triton-partners.com/","Lodovico Viola","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl56$lnkDettaglio','')"
