"col-12","col-12 2","col-12 3","col-12 4","col-12 href","col-12 5","col-12 href 2","col-12 6","btn href"
"Clessidra Private Equity SGR","Milano","+39 / 02 8695221","investor.relations@clessidragroup.it","mailto:investor.relations@clessidragroup.it","http://www.clessidraprivateequity.it","http://www.clessidraprivateequity.it/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl23$lnkDettaglio','')"
"Consilium SGR","Milano","+39 / 02 7260191","info@consiliumsgr.it","mailto:info@consiliumsgr.it","http://www.consiliumsgr.com","http://www.consiliumsgr.com/","Antonio Glorioso, Stefano Iamoni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl24$lnkDettaglio','')"
"DBAG Italia","Milano","+39 02 0070 2462","Michela.Biolcati@dbagitalia.com","mailto:Michela.Biolcati@dbagitalia.com","http://www.dbagitalia.com","http://www.dbagitalia.com/","Giovanni Revoltella","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl25$lnkDettaglio','')"
"DeA Capital Alternative Funds SGR","Milano","+39 02 2906631","ir-af@deacapital.com","mailto:ir-af@deacapital.com","http://www.deacapitalaf.com","http://www.deacapitalaf.com/","Alessandra Patera","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl26$lnkDettaglio','')"
"Entangled Capital SGR","Milano","+39 02 85451750","info@ecsgr.com.com","mailto:info@ecsgr.com.com","http://www.entangledcapital.com","http://www.entangledcapital.com/","Anna Guglielmi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl27$lnkDettaglio','')"
"EnTrust Global Italia","Milano","+39 342 0402378","gfacincani@entrustglobal.com","mailto:gfacincani@entrustglobal.com","http://www.entrustglobal.com","http://www.entrustglobal.com/","Ginevra Facincani","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl28$lnkDettaglio','')"
"EOS Investment Management Group","London","+44 (0) 20 3709 7759","c.mongillo@eosimgroup.com","mailto:c.mongillo@eosimgroup.com","https://eosimgroup.com/","https://eosimgroup.com/","Ciro Mongillo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl29$lnkDettaglio','')"
"Equinox AIFM","Luxembourg","+352 / 208001221","aifm@equinox-aifm.lu","mailto:aifm@equinox-aifm.lu","http://www.equinox-investments.com","http://www.equinox-investments.com/","Giorgio Mercogliano","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl30$lnkDettaglio','')"
"Equita Capital SGR","Milano","+39 / 02 62041","p.pendenza@equita.eu","mailto:p.pendenza@equita.eu","https://sgr.equita.eu","https://sgr.equita.eu/","Paolo Pendenza","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl31$lnkDettaglio','')"
"F&P Equity Partners","Milano","-","http://www.fp-equity-partners.com","http://www.fp-equity-partners.com/","-","","Maurizio Perroni, Guglielmo Fiocchi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl32$lnkDettaglio','')"
"FIEE SGR","Roma","+39 / 06 91658100","segreteria@fieesgr.com","mailto:segreteria@fieesgr.com","http://www.fieesgr.com","http://www.fieesgr.com/","Andrea Marano, Raffaele Mellone, Andrea Longatti, Mario Vitiello","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl33$lnkDettaglio','')"
"FSI","Milano","+39 / 02 6200141","info@fondofsi.it","mailto:info@fondofsi.it","http://www.fondofsi.it","http://www.fondofsi.it/","Maurizio Tamagnini, Barnaba Ravanne, Marco Tugnolo, Carlo Moser, Marco Valcamonica","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl34$lnkDettaglio','')"
"H.I.G. European Capital Partners Italy","Milano","+39 / 02 45375200","rlegnani@hig.com","mailto:rlegnani@hig.com","http://www.higeurope.com","http://www.higeurope.com/","Raffaele Legnani","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl35$lnkDettaglio','')"
"HAT SGR","Milano","+39 / 02 89286200","info@hat.it","mailto:info@hat.it","http://www.hat.it","http://www.hat.it/","Ignazio Castiglioni, Nino Attanasio, Lorenzo Dall'Oca","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl36$lnkDettaglio','')"
"HLD Conseils Italy","Milano","022555641","mbe@groupehld.com","mailto:mbe@groupehld.com","www.groupehld.com","https://www.aifi.it/en/www.groupehld.com","Marco Bernardi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl37$lnkDettaglio','')"
"IGI Private Equity","Milano","+39 / 02 83425770","matteo.cirla@igisgr.it; angelo.mastrandrea@igisgr.it","mailto:matteo.cirla@igisgr.it; angelo.mastrandrea@igisgr.it","http://www.igisgr.it","http://www.igisgr.it/","Matteo Cirla, Angelo Mastrandrea","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl38$lnkDettaglio','')"
"Itago SGR","Venezia","+39 041 0996660","info@itagopartners.it","mailto:info@itagopartners.it","http://www.itagopartners.it","http://www.itagopartners.it/","Piergiorgio Fantin, Domenico Tonussi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl39$lnkDettaglio','')"
"L Catterton Italy Advisors","Milano","+39 / 02 7626191","lcatterton.europe@lcatterton.com","mailto:lcatterton.europe@lcatterton.com","http://www.lcatterton.com","http://www.lcatterton.com/","L Catterton","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl40$lnkDettaglio','')"
"Macquarie – MAM","London","+ 39 / 351 7363060 ; +44 / 7917 635779","mamprivatemarketsemea@macquarie.com","mailto:mamprivatemarketsemea@macquarie.com","http://www.macquarie.com/eu","http://www.macquarie.com/eu","Raffaella Copper","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl41$lnkDettaglio','')"
"Mindful Capital Partners","Milano","+39 / 02 809401","corporate@mcpinvest.com","mailto:corporate@mcpinvest.com","http://www.mcpinvest.com","http://www.mcpinvest.com/","Alberto Camaggi, Andrea Tuccio, Lorenzo Stanca","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl42$lnkDettaglio','')"
"Mittel","Milano","+39 / 02 721411","pe@mittel.it","mailto:pe@mittel.it","http://www.mittel.it","http://www.mittel.it/","Pietro Santicoli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl43$lnkDettaglio','')"
"Montefiore Investment","Milano","+39 02 86 88 63 08","ml@montefiore.eu; ac@montefiore.eu","mailto:ml@montefiore.eu; ac@montefiore.eu","https://montefiore.eu/en/","https://montefiore.eu/en/","Marie Londero, Alessandro Candido","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl44$lnkDettaglio','')"
"Muzinich & Co.","Milano","+39 / 02 00685100","gpellegrini@muzinich.com; cbosco@muzinich.com","mailto:gpellegrini@muzinich.com; cbosco@muzinich.com","https://www.muzinich.com/","https://www.muzinich.com/","Carlo Bosco, Gianpaolo Pellegrini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl45$lnkDettaglio','')"
"Narval Investimenti","Torino","+39 / 011 5520442","info@narvalinvestimenti.it","mailto:info@narvalinvestimenti.it","http://www.narvalinvestimenti.it","http://www.narvalinvestimenti.it/","Mauro Castellano, Pietro Poli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl46$lnkDettaglio','')"
"Overseas Industries","Milano","+39 / 02 76012692","overseas@overseasindustries.com","mailto:overseas@overseasindustries.com","-","","Gonzalo Bazzino, Federico Nordio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl47$lnkDettaglio','')"
"Oxy Capital Italia","Milano","+39 / 02 36723450","amministrazione@oxycapital.com  stefano.visalli@oxycapital.com","mailto:amministrazione@oxycapital.com  stefano.visalli@oxycapital.com","http://www.oxycapital.com","http://www.oxycapital.com/","Stefano Visalli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl48$lnkDettaglio','')"
"Palladio Holding","Milano","+39 / 02 72730700","n.buttignol@pfh.eu; n.iorio@pfh.eu","mailto:n.buttignol@pfh.eu; n.iorio@pfh.eu","http://www.pfh.eu","http://www.pfh.eu/","Nadia Buttignol,  Nicola Iorio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl49$lnkDettaglio','')"
"PM&PARTNERS SGR","Milano","+39 02 7249041","andrea.mugnai@pm-partners.it","mailto:andrea.mugnai@pm-partners.it","http://www.pm-partners.it","http://www.pm-partners.it/","Andrea Mugnai","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl50$lnkDettaglio','')"
"Polis SGR – Gruppo LBO France","Milano","+39 02 3206001","sgr@polis-sgr.com","mailto:sgr@polis-sgr.com","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl51$lnkDettaglio','')"
"Portobello Capital","Madrid","+34 914 318 071","info@portobellocapital.es","mailto:info@portobellocapital.es","http://www.portobellocapital.es/en/","http://www.portobellocapital.es/en/","Antonio Todisco","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl52$lnkDettaglio','')"
"Progressio SGR","Milano","+39 / 02 870611","segreteria@progressiosgr.it","mailto:segreteria@progressiosgr.it","http://www.progressiosgr.it","http://www.progressiosgr.it/","Filippo Gaggini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl53$lnkDettaglio','')"
"Quadrivio Group","Milano","+39 / 02 89093758","info@quadriviogroup.com","mailto:info@quadriviogroup.com","http://www.quadriviogroup.com","http://www.quadriviogroup.com/","Walter Ricciotti, CEO Quadrivio Group","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl54$lnkDettaglio','')"
"QuattroR","Milano","+39 02 3679 9670","matilde.cucuzza@quattror.com","mailto:matilde.cucuzza@quattror.com","http://quattror.com","http://quattror.com/","Matilde Cucuzza, Investor relations & ESG","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl55$lnkDettaglio','')"
"Renaissance Partners","Milano","+39 / 02 76415811","info@rpalt.com","mailto:info@rpalt.com","https://www.renaissancealternatives.com","https://www.renaissancealternatives.com/","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl56$lnkDettaglio','')"
"Ring Capital","Paris","-","sara.debenedetti@ringcp.com","mailto:sara.debenedetti@ringcp.com","https://www.ringcp.com/","https://www.ringcp.com/","Sara De Benedetti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl57$lnkDettaglio','')"
"Rivean Capital","Milano","-","g.franze@riveancapital.com","mailto:g.franze@riveancapital.com","https://riveancapital.com/","https://riveancapital.com/","Giuseppe Franze","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl58$lnkDettaglio','')"
"Sagard","Milano","-","alessia.frigerio@sagard.eu","mailto:alessia.frigerio@sagard.eu","https://www.sagard.com/midcap/","https://www.sagard.com/midcap/","Andrea Bertoncello","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl59$lnkDettaglio','')"
"Sienna Private Equity","Milano","-","siennapei.srl@legalmail.it","mailto:siennapei.srl@legalmail.it","https://www.sienna-im.com/services/private-equity/","https://www.sienna-im.com/services/private-equity/","Alessandro Fogo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl60$lnkDettaglio','')"
"Star Capital SGR","Milano","+39 / 02 88585411","info@starcapital.it","mailto:info@starcapital.it","http://www.starcapital.it","http://www.starcapital.it/","Marco Gazzaniga","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl61$lnkDettaglio','')"
"Style Capital SGR","Milano","+39 / 02 45499848","roberta.benaglia@stylecapital.it , info@stylecapital.it","mailto:roberta.benaglia@stylecapital.it , info@stylecapital.it","http://www.stylecapital.it","http://www.stylecapital.it/","Roberta Benaglia","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl62$lnkDettaglio','')"
"Three Hills Capital Partners","Milano","+39 / 02 82959110","info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","mailto:info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","http://www.threehills.com","http://www.threehills.com/","Marco Anatriello, Beatrice Tamburi, Anna Vivaldi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl63$lnkDettaglio','')"
"Tikehau Capital","Milano","+39 / 02 00631500","Info-Milan@tikehaucapital.com","mailto:Info-Milan@tikehaucapital.com","http://www.tikehaucapital.com","http://www.tikehaucapital.com/","Roberto Quagliuolo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl64$lnkDettaglio','')"
"Trilantic Europe","Milano","-","lfelisati@trilanticeurope.com","mailto:lfelisati@trilanticeurope.com","http://www.trilanticeurope.com","http://www.trilanticeurope.com/","Luca Felisati","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl65$lnkDettaglio','')"
"Triton","Milano","+39 / 02 82952820","Viola@triton-partners.com","mailto:Viola@triton-partners.com","http://www.triton-partners.com","http://www.triton-partners.com/","Lodovico Viola","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl66$lnkDettaglio','')"
"Unigrains Italia","Milano","-","smasini@unigrainsdev.com","mailto:smasini@unigrainsdev.com","https://www.unigrains.fr/en/","https://www.unigrains.fr/en/","Franceso Orazi, Alfredo Cicognani, Stefano Masini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl67$lnkDettaglio','')"
"Wise Equity SGR","Milano","+39 / 02 8545691","segreteria@wisesgr.com","mailto:segreteria@wisesgr.com","http://www.wisesgr.com","http://www.wisesgr.com/","Paolo Gambarini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl68$lnkDettaglio','')"
